Key,Country,Language,Language_Category,Encounter_Likelihood,Google_Offline,Google_Talk,Continent,Approx. U.S. Citizen Travel,4G_Penetration,5G_Planned,FIPS,COUNTRY2,Flag_URL,Pop_2021
417,Papua New Guinea,Hiri Motu,Official,1,TRUE,TRUE,Oceania,575236,50,No,PP,Papua New Guinea,Papua_New_Guinea.png,"9,119,010"
418,Papua New Guinea,Tok Pisin,Official,1,TRUE,TRUE,Oceania,575236,50,No,PP,Papua New Guinea,Papua_New_Guinea.png,"9,119,010"
419,Paraguay,Spanish,Official,1,TRUE,TRUE,South America,97432,79.1,Yes,PA,Paraguay,Paraguay.png,"7,219,638"
420,Paraguay,Guarani,Official,1,TRUE,TRUE,South America,97432,79.1,Yes,PA,Paraguay,Paraguay.png,"7,219,638"
421,Peru,Spanish,Official,1,TRUE,TRUE,South America,1169187,83.3,No,PE,Peru,Peru.png,"33,359,418"
422,Peru,Aymara,Official,1,FALSE,TRUE,South America,1169187,83.3,No,PE,Peru,Peru.png,"33,359,418"
423,Peru,Quechua,Official,1,FALSE,FALSE,South America,1169187,83.3,No,PE,Peru,Peru.png,"33,359,418"
424,Phillipines,English,Official,1,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
425,Phillipines,Filipino,Official,1,TRUE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
426,Phillipines,Aklanon (in the Visayas),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
427,Phillipines,Bikol (in Luzon),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
428,Phillipines,Cebuano (in the Visayas and Mindanao),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
429,Phillipines,Chavacano (in Mindanao),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
430,Phillipines,Ibanag (in Luzon),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
431,Phillipines,"Ilocano (in Luzon, official in La Union)[72])",Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
432,Phillipines,Ivatan (in Luzon),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
433,Phillipines,Kapampangan (in Luzon),Regional,4,TRUE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
434,Phillipines,Kanaray-a (in the Visayas),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
435,Phillipines,Maranao (in Mindanao),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
436,Phillipines,Maginanao (in Mindanao),Regional,4,TRUE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
437,Phillipines,Pangasinan (in Luzon),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
438,Phillipines,Sambal (in Luzon),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
439,Phillipines,Tagalog (in Luzon),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
440,Phillipines,Tausug (in Mindanao),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
441,Phillipines,Waray (in the Visayas),Regional,4,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
442,Phillipines,Yakan (in Mindanao),Regional,4,FALSE,FALSE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
443,Phillipines,Spanish,Widely-spoken,3,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
444,Phillipines,Arabic,Widely-spoken,3,TRUE,TRUE,Asia,818213,72.4,Yes,RP,Philippines,Phillipines.png,"111,046,913"
445,Poland,Polish,Official,1,TRUE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
446,Poland,Kashubian (Pomeranian Voivodeship),Regional,4,TRUE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
447,Poland,German (Opole Voivodeship),Minority,5,TRUE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
448,Poland,Lithuanian (Pu?sk commune),Minority,5,TRUE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
449,Poland,Belarusian (Podlaskie Voivodseship),Minority,5,TRUE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
450,Poland,Czech,Minority,5,TRUE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
451,Poland,Hebrew,Minority,5,TRUE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
452,Poland,Yiddish,Minority,5,FALSE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
453,Poland,Lemko,Minority,5,TRUE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
454,Poland,Karaim,Minority,5,TRUE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
455,Poland,Armenian,Minority,5,FALSE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
456,Poland,Romani,Minority,5,FALSE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
457,Poland,Russian,Minority,5,TRUE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
458,Poland,Slovak,Minority,5,TRUE,TRUE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
459,Poland,Tatar,Minority,5,FALSE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
460,Poland,Ukrainian,Minority,5,TRUE,FALSE,Europe,793724,82.9,Yes,PL,Poland,Poland.png,"37,797,005"
461,Portugal,Portuguese,Official,1,TRUE,TRUE,Europe,226778,82.6,Yes,PO,Portugal,Portugal.png,"10,167,925"
462,Portugal,Mirandese (Miranda do Douro),Regional,4,TRUE,FALSE,Europe,226778,82.6,Yes,PO,Portugal,Portugal.png,"10,167,925"
463,Qatar,Arabic,Official,1,TRUE,TRUE,Asia,31037,86.2,Yes,QA,Qatar,Qatar.png,"2,930,528"
539,Republic of Korea,Korean,Official,1,TRUE,TRUE,Asia,297532,97.5,Yes,KS,"Korea, Republic of",South_Korea.png,"51,305,186"
339,Republic of Moldova,Romanian,Official,1,TRUE,TRUE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
340,Republic of Moldova,Gagauz,Regional,4,FALSE,FALSE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
341,Republic of Moldova,Russian,Regional,4,TRUE,TRUE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
342,Republic of Moldova,Ukrainian,Regional,4,TRUE,FALSE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
467,Romania,Romanian,Official,1,TRUE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
468,Romania,Armenian,Regional,4,FALSE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
469,Romania,German,Regional,4,TRUE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
470,Romania,Hungarian,Regional,4,TRUE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
471,Romania,Romani,Regional,4,FALSE,FALSE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
472,Romania,Serbian,Regional,4,FALSE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
473,Romania,Slovak,Regional,4,TRUE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
474,Romania,Turkish,Regional,4,TRUE,TRUE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
475,Romania,Ukrainian,Regional,4,TRUE,FALSE,Europe,216470,78.8,Yes,RO,Romania,Romania.png,"19,127,774"
476,Russia,Russian,Official,1,TRUE,TRUE,Europe,216470,78.8,Yes,RS,Russia,Russia.png,"145,912,025"
477,Rwanda,English,Official,1,TRUE,TRUE,Africa,6003,50,No,RW,Rwanda,Rwanda.png,"13,276,513"
478,Rwanda,French,Official,1,TRUE,TRUE,Africa,6003,50,No,RW,Rwanda,Rwanda.png,"13,276,513"
479,Rwanda,Kinyarwanda,Official,1,FALSE,FALSE,Africa,6003,50,No,RW,Rwanda,Rwanda.png,"13,276,513"
480,Rwanda,Swahili,Official,1,TRUE,TRUE,Africa,6003,50,No,RW,Rwanda,Rwanda.png,"13,276,513"
481,Sahrawi Arab Democratic Republic,Tamazight,Official,1,FALSE,FALSE,Africa,6003,50,No,WI,Western Sahara,Western_Sahara.png,"611,875"
482,Sahrawi Arab Democratic Republic,Arabic,Official,1,TRUE,TRUE,Africa,6003,50,No,WI,Western Sahara,Western_Sahara.png,"611,875"
483,Sahrawi Arab Democratic Republic,Spanish,Official,1,TRUE,TRUE,Africa,6003,50,No,WI,Western Sahara,Western_Sahara.png,"611,875"
484,Saint Kitts and Nevis,English,Official,1,TRUE,TRUE,North America,360301,50,No,SC,Saint Kitts and Nevis,Saint_Kitts_and_Nevis.png,"53,544"
485,Saint Lucia,English,Official,1,TRUE,TRUE,North America,173478,50,No,ST,Saint Lucia,Saint_Lucia.png,"184,400"
486,Saint Vincent and the Grenadines,English,Official,1,TRUE,TRUE,North America,312261,50,No,VC,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines.png,"111,263"
487,Samoa,English,Official,1,TRUE,TRUE,Oceania,78441,50,No,WS,Samoa,Samoa.png,"200,149"
488,Samoa,Samoan,National,2,FALSE,FALSE,Oceania,78441,50,No,WS,Samoa,Samoa.png,"200,149"
489,San Marino,Italian,Official,1,TRUE,TRUE,Europe,207058,50,No,SM,San Marino,San_Marino.png,"34,017"
490,São Tomé and Príncipe,Portuguese,Official,1,TRUE,TRUE,Africa,5753,50,No,TP,Sao Tome and Principe,Sao_Tome_and_Principe.png,"223,368"
491,Saudi Arabia,Arabic,Official,1,TRUE,TRUE,Asia,79533,79,Yes,SA,Saudi Arabia,Saudi_Arabia.png,"35,340,683"
492,Senegal,French,Official,1,TRUE,TRUE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
493,Senegal,Jola-Fogny,National,2,FALSE,FALSE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
494,Senegal,Mandinka,National,2,TRUE,FALSE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
495,Senegal,Pulaar,National,2,TRUE,TRUE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
496,Senegal,Serer,National,2,FALSE,TRUE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
497,Senegal,Soninke,National,2,FALSE,FALSE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
498,Senegal,Wolof,National,2,TRUE,FALSE,Africa,5635,77.2,Yes,SG,Senegal,Senegal.png,"17,196,301"
499,Serbia,Serbian,Official,1,FALSE,TRUE,Europe,198431,83.8,No,RB,Serbia,Serbia.png,"8,697,550"
500,Seychelles,English,Official,1,TRUE,TRUE,Africa,5523,50,No,SE,Seychelles,Seychelles.png,"98,908"
501,Seychelles,French,Official,1,TRUE,TRUE,Africa,5523,50,No,SE,Seychelles,Seychelles.png,"98,908"
502,Seychelles,Seychellois Creole,Official,1,FALSE,FALSE,Africa,5523,50,No,SE,Seychelles,Seychelles.png,"98,908"
503,Sierra Leone,English,Official,1,TRUE,TRUE,Africa,5414,0,No,SL,Sierra Leone,Sierra_Leone.png,"8,141,343"
504,Sierra Leone,Krio,National,2,TRUE,TRUE,Africa,5414,0,No,SL,Sierra Leone,Sierra_Leone.png,"8,141,343"
505,Singapore,English,Official,1,TRUE,TRUE,Asia,192521,90.2,Yes,SN,Singapore,Singapore.png,"5,896,686"
506,Singapore,Malay,Official,1,TRUE,FALSE,Asia,192521,90.2,Yes,SN,Singapore,Singapore.png,"5,896,686"
507,Singapore,Mandarin Chinese,Official,1,TRUE,FALSE,Asia,192521,90.2,Yes,SN,Singapore,Singapore.png,"5,896,686"
508,Singapore,Tamil,Official,1,TRUE,TRUE,Asia,192521,90.2,Yes,SN,Singapore,Singapore.png,"5,896,686"
509,Slovakia,Slovak,Official,1,TRUE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
510,Slovakia,Bulgarian,Minority,5,TRUE,FALSE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
511,Slovakia,Czech,Minority,5,TRUE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
512,Slovakia,German,Minority,5,TRUE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
513,Slovakia,Hungarian,Minority,5,TRUE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
514,Slovakia,Polish,Minority,5,TRUE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
515,Slovakia,Romani,Minority,5,FALSE,FALSE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
516,Slovakia,Rusyn,Minority,5,TRUE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
517,Slovakia,Serbian,Minority,5,FALSE,TRUE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
518,Slovakia,Ukrainian,Minority,5,TRUE,FALSE,Europe,194381,84.5,Yes,LO,Slovakia,Slovakia.png,"5,460,721"
519,Slovenia,Slovene,Official,1,TRUE,TRUE,Europe,190494,79.22,Yes,SI,Slovenia,Slovenia.png,"2,078,724"
520,Slovenia,"Hungarian (Dobrovnik, Hodoš, Lendava)",Minority,5,TRUE,TRUE,Europe,190494,79.22,Yes,SI,Slovenia,Slovenia.png,"2,078,724"
521,Slovenia,"Italian (Izola, Koper, Piran)",Minority,5,TRUE,TRUE,Europe,190494,79.22,Yes,SI,Slovenia,Slovenia.png,"2,078,724"
522,Slovenia,"Croatian (Metlika, Brežice)",Minority,5,TRUE,TRUE,Europe,190494,79.22,Yes,SI,Slovenia,Slovenia.png,"2,078,724"
523,Solomon Islands,English,Official,1,TRUE,TRUE,Oceania,75031,50,No,BP,Solomon Islands,Solomon_Islands.png,"703,996"
524,Somalia,Arabic,Official,1,TRUE,TRUE,Africa,5310,50,No,SO,Somalia,Somalia.png,"16,359,504"
525,Somliland,Arabic,Official,1,TRUE,TRUE,Africa,5310,50,No,SO,Somalia,Somalia.png,"16,359,504"
526,Somliland,English,Official,1,TRUE,TRUE,Africa,5310,50,No,SO,Somalia,Somalia.png,"16,359,504"
527,Somliland,Somali,Official,1,FALSE,FALSE,Africa,5310,50,No,SO,Somalia,Somalia.png,"16,359,504"
528,South Africa,Afrikaans,Official,1,TRUE,TRUE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
529,South Africa,English,Official,1,TRUE,TRUE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
530,South Africa,Southern Ndebele,Official,1,FALSE,FALSE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
531,South Africa,Sotho,Official,1,FALSE,FALSE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
532,South Africa,Northern Sotho,Official,1,FALSE,TRUE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
533,South Africa,Swazi,Official,1,TRUE,TRUE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
534,South Africa,Tsonga,Official,1,TRUE,TRUE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
535,South Africa,Tswana,Official,1,TRUE,TRUE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
536,South Africa,Venda,Official,1,FALSE,FALSE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
537,South Africa,Xhosa,Official,1,FALSE,FALSE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
538,South Africa,Zulu,Official,1,FALSE,FALSE,Africa,138064,75.9,Yes,SF,South Africa,South_Africa.png,"60,041,994"
543,South Sudan,English,Official,1,TRUE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
544,South Sudan,Arabic,National,2,TRUE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
545,South Sudan,Bari,National,2,FALSE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
546,South Sudan,Dinka,National,2,TRUE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
547,South Sudan,Luo,National,2,TRUE,FALSE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
548,South Sudan,Murle,National,2,FALSE,FALSE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
549,South Sudan,Nuer,National,2,TRUE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
550,South Sudan,Zande,National,2,FALSE,FALSE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
552,Spain,Spanish,Official,1,TRUE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
553,Spain,"Catalan (Balearic Islands, Catalonia, Valencia)",Regional,4,TRUE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
554,Spain,Galician (Galicia),Regional,4,TRUE,FALSE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
555,Spain,Occitan (Catalonia),Regional,4,TRUE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
556,Spain,"Basque (Basque Country, Navarra)",Regional,4,FALSE,FALSE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
557,Spain,Astur-Leonese (Asturias),Minority,5,FALSE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
558,Spain,Aragonese (Aragon),Minority,5,TRUE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
559,Spain,Fala (Province of Cáceres),Minority,5,TRUE,FALSE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
560,Spain,French,Minority,5,TRUE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
561,Spain,Portuguese,Minority,5,TRUE,TRUE,Europe,732668,87.4,Yes,SP,Spain,Spain.png,"46,745,216"
562,Sri Lanka,Sinhala,Official,1,FALSE,TRUE,Asia,181825,68.9,Yes,CE,Sri Lanka,Sri_Lanka.png,"21,497,310"
563,Sri Lanka,Tamil,Official,1,TRUE,TRUE,Asia,181825,68.9,Yes,CE,Sri Lanka,Sri_Lanka.png,"21,497,310"
564,Sudan,Arabic,Official,1,TRUE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
565,Sudan,English,Official,1,TRUE,TRUE,Africa,5210,0,No,SU,Sudan,Sudan.png,"44,909,353"
566,Suriname,Dutch,Official,1,TRUE,TRUE,South America,83513,50,No,NS,Suriname,Suriname.png,"591,800"
567,Suriname,Sranan tongo,National,2,TRUE,TRUE,South America,83513,50,No,NS,Suriname,Suriname.png,"591,800"
568,Sweden,Swedish,Official,1,TRUE,TRUE,Europe,1904937,91.1,Yes,SW,Sweden,Sweden.png,"10,160,169"
569,Sweden,"Finnish (Gällivare, Haparanda, Kiruna, Pajala, Övertorneå",Minority,5,TRUE,TRUE,Europe,1904937,91.1,Yes,SW,Sweden,Sweden.png,"10,160,169"
570,Sweden,"Meänkieli (Gällivare, Haparanda, Kiruna, Pajala, Övertorneå)",Minority,5,TRUE,FALSE,Europe,1904937,91.1,Yes,SW,Sweden,Sweden.png,"10,160,169"
571,Sweden,"Sami (Arjeplog, Gällivare, Jokkmokk, Kiruna)",Minority,5,TRUE,TRUE,Europe,1904937,91.1,Yes,SW,Sweden,Sweden.png,"10,160,169"
572,Sweden,English,Widely-spoken,3,TRUE,TRUE,Europe,1904937,91.1,Yes,SW,Sweden,Sweden.png,"10,160,169"
573,Switzerland,French,Official,1,TRUE,TRUE,Europe,2381171,89.6,Yes,SZ,Switzerland,Switzerland.png,"8,715,494"
574,Switzerland,German,Official,1,TRUE,TRUE,Europe,2381171,89.6,Yes,SZ,Switzerland,Switzerland.png,"8,715,494"
575,Switzerland,Italian,Official,1,TRUE,TRUE,Europe,2381171,89.6,Yes,SZ,Switzerland,Switzerland.png,"8,715,494"
576,Switzerland,Romansh,Official,1,TRUE,TRUE,Europe,2381171,89.6,Yes,SZ,Switzerland,Switzerland.png,"8,715,494"
577,Syria,Arabic,Official,1,TRUE,TRUE,Europe,2381171,89.6,Yes,SY,Syrian Arab Republic,Syria.png,"18,275,702"
578,Taiwan,Mandarin,Official,1,TRUE,FALSE,Asia,30298,92.8,No,TW,Taiwan,Taiwan.png,"23,855,010"
579,Tajikistan,Tajik,Official,1,FALSE,FALSE,Asia,76113,50,Yes,TI,Tajikistan,Tajikistan.png,"9,749,627"
580,Tajikistan,Russian,Widely-spoken,3,TRUE,TRUE,Asia,76113,50,Yes,TI,Tajikistan,Tajikistan.png,"9,749,627"
581,Tanzania,English,Official,1,TRUE,TRUE,Asia,76113,50,Yes,TZ,United Republic of Tanzania,Tanzania.png,"61,498,437"
582,Thailand,Thai,Official,1,TRUE,TRUE,Asia,3272850,88,Yes,TH,Thailand,Thailand.png,"69,950,850"
164,Timor-Leste,Portuguese,Official,1,TRUE,TRUE,Asia,74383,50,No,TT,Timor-Leste,Timor-Leste.png,"1,343,873"
165,Timor-Leste,Tetum,Official,1,TRUE,FALSE,Asia,74383,50,No,TT,Timor-Leste,Timor-Leste.png,"1,343,873"
583,Togo,French,Official,1,TRUE,TRUE,Africa,5020,50,Yes,TO,Togo,Togo.png,"8,478,250"
584,Tokelau,English,Official,1,TRUE,TRUE,Oceania,71905,50,No,TL,Tokelau,Tokelau.png,"1,373"
585,Tokelau,Tokelauan,Official,1,TRUE,TRUE,Oceania,71905,50,No,TL,Tokelau,Tokelau.png,"1,373"
586,Tonga,English,Official,1,TRUE,TRUE,Oceania,69028,50,No,TN,Tonga,Tonga.png,"106,760"
587,Tonga,Tongan,Official,1,TRUE,TRUE,Oceania,69028,50,No,TN,Tonga,Tonga.png,"106,760"
588,Transnistria,Moldovan,Official,1,TRUE,FALSE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
589,Transnistria,Russian,Official,1,TRUE,TRUE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
590,Transnistria,Ukrainian,Official,1,TRUE,FALSE,Europe,221504,50,No,MD,Republic of Moldova,Moldova.png,"4,024,019"
591,Trinidad and Tobago,English,Official,1,TRUE,TRUE,North America,585489,50,No,TD,Trinidad and Tobago,Trinidad_and_Tobago.png,"1,403,375"
592,Tunisia,Tunisan,Official,1,TRUE,TRUE,Africa,46021,71.8,Yes,TS,Tunisia,Tunisia.png,"11,935,766"
593,Tunisia,Arabic,Official,1,TRUE,TRUE,Africa,46021,71.8,Yes,TS,Tunisia,Tunisia.png,"11,935,766"
594,Tunisia,French,Official,1,TRUE,TRUE,Africa,46021,71.8,Yes,TS,Tunisia,Tunisia.png,"11,935,766"
595,Turkey,Turkish,Official,1,TRUE,TRUE,Asia,106044,79,Yes,TU,Turkey,Turkey.png,"85,042,738"
596,Turkey,Kurdish,Minority,5,TRUE,TRUE,Asia,106044,79,Yes,TU,Turkey,Turkey.png,"85,042,738"
597,Turkmenistan,Turkmen,Official,1,FALSE,FALSE,Asia,72730,50,No,TX,Turkmenistan,Turkmenistan.png,"6,117,924"
598,Turkmenistan,Russian,Widely-spoken,3,TRUE,TRUE,Asia,72730,50,No,TX,Turkmenistan,Turkmenistan.png,"6,117,924"
599,Tuvalu,English,Official,1,TRUE,TRUE,Oceania,66373,50,No,TV,Tuvalu,Tuvalu.png,"11,931"
600,Uganda,English,Official,1,TRUE,TRUE,Africa,4931,50,Yes,UG,Uganda,Uganda.png,"47,123,531"
601,Uganda,Swahili,Official,1,TRUE,TRUE,Africa,4931,50,Yes,UG,Uganda,Uganda.png,"47,123,531"
602,Ukraine,Ukrainian,Official,1,TRUE,FALSE,Europe,183167,66.4,No,UP,Ukraine,Ukraine.png,"43,466,819"
603,Ukraine,Russian,Regional,4,TRUE,TRUE,Europe,183167,66.4,No,UP,Ukraine,Ukraine.png,"43,466,819"
604,Ukraine,Crimean Tatar,Regional,4,FALSE,FALSE,Europe,183167,66.4,No,UP,Ukraine,Ukraine.png,"43,466,819"
605,United Arab Emirates,Arabic,Official,1,TRUE,TRUE,Asia,97887,87.3,Yes,AE,United Arab Emirates,United_Arab_Emirates.png,"9,991,089"
606,United Kingdom,English,Official,1,TRUE,TRUE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
607,United Kingdom,Cornish (in Cornwall)[76],Regional,4,TRUE,TRUE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
608,United Kingdom,Irish and Ulster-Scots (in Northern Ireland),Regional,4,TRUE,FALSE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
609,United Kingdom,Scots and Scottish Gaelic (in Scotland),Regional,4,FALSE,FALSE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
610,United Kingdom,Welsh (in Wales),Regional,4,TRUE,FALSE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
611,United Kingdom,Pitcairnese (in Pitcairn Islands),Regional,4,TRUE,FALSE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
612,United Kingdom,Guernésiais and French (in Guernsey),Regional,4,TRUE,TRUE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
613,United Kingdom,Jèrriais and French (in Jersey),Regional,4,FALSE,FALSE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
614,United Kingdom,Manx (in Isle of Man),Regional,4,TRUE,FALSE,Asia,97887,87.3,Yes,UK,United Kingdom,United_Kingdom.png,"68,207,116"
615,United States,None,Official,1,FALSE,TRUE,Africa,0,93,Yes,US,United States,United_States.png,"332,915,073"
616,Uruguay,Spanish,Official,1,TRUE,TRUE,South America,77946,81.59,No,UY,Uruguay,Uruguay.png,"3,485,151"
617,Uzbekistan,Uzbek,Official,1,FALSE,FALSE,Asia,71149,49.9,No,UZ,Uzbekistan,Uzbekistan.png,"33,935,763"
618,Uzbekistan,Russian,Widely-spoken,3,TRUE,TRUE,Asia,71149,49.9,No,UZ,Uzbekistan,Uzbekistan.png,"33,935,763"
619,Vanuatu,English,Official,1,TRUE,TRUE,Oceania,61632,50,No,NH,Vanuatu,Vanuatu.png,"314,464"
